id,participant_id,timestamp,pagetime,item,action,message,combined,combined_num
3453,205,2017-08-23 18:28:25,0,cardView,toggle,,cardView toggle,11
3454,205,2017-08-23 18:28:27,0,next_button,click,,next_button click,14
3456,109,2017-08-23 18:29:10,0,next_button,click,,next_button click,14
3460,205,2017-08-23 18:33:45,0,next_button,click,,next_button click,14
3461,205,2017-08-23 18:33:53,0,next_button,click,,next_button click,14
3462,205,2017-08-23 18:33:55,0,next_button,click,,next_button click,14
3463,205,2017-08-23 18:33:57,0,back_button,rewind,,back_button rewind,15
3464,205,2017-08-23 18:33:58,0,back_button,rewind,,back_button rewind,15
3465,109,2017-08-23 18:34:05,0,next_button,click,,next_button click,14
3466,205,2017-08-23 18:35:24,0,next_button,click,,next_button click,14
3467,205,2017-08-23 18:35:29,0,back_button,rewind,,back_button rewind,15
3468,205,2017-08-23 18:36:03,0,next_button,click,,next_button click,14
3469,205,2017-08-23 18:36:28,0,next_button,click,,next_button click,14
